Date,Time,device_id,usage_kw,temp
10/13/2025,13:00:00,microwave,1.380689461,38.93150963
10/13/2025,14:00:00,microwave,0.00023216,33.00595982
10/13/2025,15:00:00,microwave,1.276899617,39.39462423
10/13/2025,16:00:00,microwave,0.811374844,40.14051979
10/13/2025,17:00:00,microwave,0.42461091,39.23506803
10/13/2025,18:00:00,microwave,0.939437441,38.75213319
10/13/2025,19:00:00,microwave,0.306921815,40.035056
10/13/2025,20:00:00,microwave,0.445244849,42.55354266
10/13/2025,21:00:00,microwave,0.819804522,29.9433522
10/13/2025,22:00:00,microwave,0.569549997,34.0905971
10/13/2025,23:00:00,microwave,0.569549997,34.0905971
10/13/2025,23:00:00,microwave,0.928740785,31.95389344
10/14/2025,0:00:00,microwave,1.240232507,37.64342564
10/14/2025,1:00:00,microwave,0.236873948,35.96109477
10/14/2025,2:00:00,microwave,0.577573332,27.21948897
10/14/2025,3:00:00,microwave,1.224470918,40.29143944
10/14/2025,4:00:00,microwave,1.266819533,32.03308597
10/14/2025,5:00:00,microwave,1.10843618,37.29655198
10/14/2025,6:00:00,microwave,0.653604892,30.60143553
10/14/2025,7:00:00,microwave,0.219856605,37.01264533
10/14/2025,8:00:00,microwave,1.327581947,32.78775375
10/14/2025,9:00:00,microwave,0.726872804,25.68701918
10/14/2025,10:00:00,microwave,1.200214725,28.59241375
10/14/2025,11:00:00,microwave,1.354469907,36.44473018
10/14/2025,12:00:00,microwave,0.761639175,34.06878557
10/14/2025,13:00:00,microwave,0.174753333,37.08029482
10/14/2025,14:00:00,microwave,0.462181044,34.3004048
10/14/2025,15:00:00,microwave,1.312695,39.09885447
10/14/2025,16:00:00,microwave,0.764498336,32.5047528
10/14/2025,17:00:00,microwave,0.406505329,41.048303
10/14/2025,18:00:00,microwave,1.12006617,21.04412092
10/14/2025,19:00:00,microwave,0.232619804,28.78774232
10/14/2025,20:00:00,microwave,0.427121411,43.93000249
10/14/2025,21:00:00,microwave,0.465007229,34.67981133
10/14/2025,22:00:00,microwave,0.299322658,41.28041968
10/14/2025,23:00:00,microwave,0.725381666,38.03681024
10/15/2025,0:00:00,microwave,0.909040929,35.90639225
10/15/2025,1:00:00,microwave,0.499821364,41.54512826
10/15/2025,2:00:00,microwave,1.168263011,35.01186015
10/15/2025,3:00:00,microwave,0.608691478,30.99490698
10/15/2025,4:00:00,microwave,0.971348697,30.70915036
10/15/2025,5:00:00,microwave,1.001902486,32.20407788
10/15/2025,6:00:00,microwave,1.239503573,34.31065286
10/15/2025,7:00:00,microwave,1.453182486,35.98707187
10/15/2025,8:00:00,microwave,0.860876127,36.71948629
10/15/2025,9:00:00,microwave,0.802258315,35.58622513
10/15/2025,10:00:00,microwave,1.338389668,38.81376418
10/15/2025,11:00:00,microwave,0.474594324,29.90642266
10/15/2025,12:00:00,microwave,0.063569318,35.93727542
10/15/2025,13:00:00,microwave,0.668921682,34.51039547
10/15/2025,14:00:00,microwave,1.163792536,37.89662779
10/15/2025,15:00:00,microwave,1.321461476,24.3423847
10/15/2025,16:00:00,microwave,0.968337261,44.85297925
10/15/2025,17:00:00,microwave,0.541348236,23.87164795
10/15/2025,18:00:00,microwave,1.377360045,37.68792791
10/15/2025,19:00:00,microwave,0.608082675,28.57646971
10/15/2025,20:00:00,microwave,0.449724961,34.62341461
10/15/2025,21:00:00,microwave,1.090104619,36.26354961
10/15/2025,22:00:00,microwave,0.939517613,23.37243481
10/15/2025,23:00:00,microwave,0.64617726,34.16510206
10/16/2025,0:00:00,microwave,0.374422893,42.64708178
10/13/2025,0:00:00,washer,0.465985713,31.73686213
10/13/2025,1:00:00,washer,0.389915712,40.40625713
10/13/2025,2:00:00,washer,0.02263055,25.00175114
10/13/2025,3:00:00,washer,0.393825611,33.85075501
10/13/2025,4:00:00,washer,0.617999939,44.46905646
10/13/2025,5:00:00,washer,0.32243602,27.61813475
10/13/2025,6:00:00,washer,0.264766635,30.80756034
10/13/2025,7:00:00,washer,0.65908153,31.32898763
10/13/2025,8:00:00,washer,0.146663639,35.43703698
10/13/2025,9:00:00,washer,0.29295639,37.58962081
10/13/2025,10:00:00,washer,0.602723218,37.31545845
10/13/2025,11:00:00,washer,0.497651044,36.71611928
10/13/2025,12:00:00,washer,0.030078923,39.11916814
10/13/2025,13:00:00,washer,0.549687408,30.57210448
10/13/2025,14:00:00,washer,0.649591921,31.64953929
10/13/2025,15:00:00,washer,0.44045694,37.21487667
10/13/2025,16:00:00,washer,0.515990167,38.19268401
10/13/2025,17:00:00,washer,0.78665644,33.24159038
10/13/2025,18:00:00,washer,0.54629263,28.25718461
10/13/2025,19:00:00,washer,0.340510128,43.67987815
10/13/2025,20:00:00,washer,0.163105235,38.38541861
10/13/2025,21:00:00,washer,0.205975752,41.40733424
10/13/2025,22:00:00,washer,0.641785316,34.07150147
10/13/2025,23:00:00,washer,0.232299233,38.7661005
10/14/2025,0:00:00,washer,0.710034565,30.51146323
10/14/2025,1:00:00,washer,0.461719984,39.38689638
10/14/2025,2:00:00,washer,0.376997581,36.96606271
10/14/2025,3:00:00,washer,0.714891577,27.39096261
10/14/2025,4:00:00,washer,0.620346784,28.9948292
10/14/2025,5:00:00,washer,0.106461727,49.1801056
10/14/2025,6:00:00,washer,0.1893029,30.23176686
10/14/2025,7:00:00,washer,0.773188515,41.73126656
10/14/2025,8:00:00,washer,0.671680767,38.12461832
10/14/2025,9:00:00,washer,0.158536147,35.7108745
10/14/2025,10:00:00,washer,0.678887045,39.00645552
10/14/2025,11:00:00,washer,0.238063951,37.39044799
10/14/2025,12:00:00,washer,0.531657538,34.41232675
10/14/2025,13:00:00,washer,0.745370951,39.01976052
10/14/2025,14:00:00,washer,0.643621248,34.86619745
10/14/2025,15:00:00,washer,0.339163265,37.03044957
10/14/2025,16:00:00,washer,0.718487804,28.06576983
10/14/2025,17:00:00,washer,0.599816695,35.85721501
10/14/2025,18:00:00,washer,0.229749966,33.80915629
10/14/2025,19:00:00,washer,0.774791697,26.30283269
10/14/2025,20:00:00,washer,0.096122224,26.7617803
10/14/2025,21:00:00,washer,0.742072177,38.08623584
10/14/2025,22:00:00,washer,0.18528564,31.96629641
10/14/2025,23:00:00,washer,0.21540639,38.08974199
10/15/2025,0:00:00,washer,0.497773377,30.70178634
10/15/2025,1:00:00,washer,0.587329268,26.12438329
10/15/2025,2:00:00,washer,0.198675932,34.6749423
10/15/2025,3:00:00,washer,0.765059559,40.44435894
10/15/2025,4:00:00,washer,0.313848152,30.59558082
10/15/2025,5:00:00,washer,0.590538019,28.11050976
10/15/2025,6:00:00,washer,0.184682421,28.49691375
10/15/2025,7:00:00,washer,0.129815128,38.5813273
10/15/2025,8:00:00,washer,0.762748573,32.35226612
10/15/2025,9:00:00,washer,0.068634309,37.75479367
10/15/2025,10:00:00,washer,0.657095125,39.04184029
10/15/2025,11:00:00,washer,0.041897225,34.85851684
10/15/2025,12:00:00,washer,0.062342759,32.99824497
10/15/2025,13:00:00,washer,0.047081496,22.94283497
10/15/2025,14:00:00,washer,0.017637857,29.03929838
10/15/2025,15:00:00,washer,0.049881001,30.56526136
10/15/2025,16:00:00,washer,0.04401362,36.43019182
10/15/2025,17:00:00,washer,0.069010784,29.70291427
10/15/2025,18:00:00,washer,0.016905962,25.63456438
10/15/2025,19:00:00,washer,0.040681441,19.67186849
10/15/2025,20:00:00,washer,0.063761511,16.17766968
10/15/2025,21:00:00,washer,0.032280266,22.72662757
10/15/2025,22:00:00,washer,0.074983389,23.23079331
10/15/2025,23:00:00,washer,0.066884548,20.58832864
10/16/2025,0:00:00,washer,0.032524833,21.33713553
10/13/2025,0:00:00,ac,1.596916592,36.34651642
10/13/2025,1:00:00,ac,1.268148933,48.73617287
10/13/2025,2:00:00,ac,1.896421934,36.86346821
10/13/2025,3:00:00,ac,1.802070818,35.66354709
10/13/2025,4:00:00,ac,1.163090284,33.09453942
10/13/2025,5:00:00,ac,1.951340742,37.43081917
10/13/2025,6:00:00,ac,1.725400849,32.8012327
10/13/2025,7:00:00,ac,1.511033612,33.24744312
10/13/2025,8:00:00,ac,1.039196653,37.4075651
10/13/2025,9:00:00,ac,1.536158928,34.17585027
10/13/2025,10:00:00,ac,1.274768514,42.13252948
10/13/2025,11:00:00,ac,1.372477071,30.38769879
10/13/2025,12:00:00,ac,1.437308711,38.11785411
10/13/2025,13:00:00,ac,1.682839824,39.3219298
10/13/2025,14:00:00,ac,1.293175939,44.98915871
10/13/2025,15:00:00,ac,1.166135969,26.15218343
10/13/2025,16:00:00,ac,1.558582612,43.54710706
10/13/2025,17:00:00,ac,1.847014944,42.35889776
10/13/2025,18:00:00,ac,1.115859729,27.30049865
10/13/2025,19:00:00,ac,1.669335841,34.33335539
10/13/2025,20:00:00,ac,1.226250003,36.9482604
10/13/2025,21:00:00,ac,1.998405812,27.39334892
10/13/2025,22:00:00,ac,1.101224964,39.86767916
10/13/2025,23:00:00,ac,1.433830699,35.5450385
10/14/2025,0:00:00,ac,1.304137343,26.31171672
10/14/2025,1:00:00,ac,1.77563288,59.70221741
10/14/2025,2:00:00,ac,1.880298569,62.81715223
10/14/2025,3:00:00,ac,2.149390326,55.54938331
10/14/2025,4:00:00,ac,2.250911119,54.84296323
10/14/2025,5:00:00,ac,2.129258456,56.01028555
10/14/2025,6:00:00,ac,2.327118806,57.74922922
10/14/2025,7:00:00,ac,2.273079842,51.30671435
10/14/2025,8:00:00,ac,1.563821965,47.95010894
10/14/2025,9:00:00,ac,2.031477043,56.24852065
10/14/2025,10:00:00,ac,2.289207378,51.45117203
10/14/2025,11:00:00,ac,1.919894735,52.33131088
10/14/2025,12:00:00,ac,1.593132237,63.63415604
10/14/2025,13:00:00,ac,1.981475655,49.11277641
10/14/2025,14:00:00,ac,2.426869482,62.06388472
10/14/2025,15:00:00,ac,2.396535479,57.45349651
10/14/2025,16:00:00,ac,1.617734176,52.34938287
10/14/2025,17:00:00,ac,1.889367527,55.40409733
10/14/2025,18:00:00,ac,1.667493255,55.67860188
10/14/2025,19:00:00,ac,1.803885137,51.55417013
10/14/2025,20:00:00,ac,1.915587634,53.88628272
10/14/2025,21:00:00,ac,2.492882462,56.81764563
10/14/2025,22:00:00,ac,1.576728506,53.8360499
10/14/2025,23:00:00,ac,2.363155676,57.94384705
10/15/2025,0:00:00,ac,1.197000317,43.30739655
10/15/2025,1:00:00,ac,1.916249357,36.92281025
10/15/2025,2:00:00,ac,1.992782833,16.66621438
10/15/2025,3:00:00,ac,1.5938867,26.99747783
10/15/2025,4:00:00,ac,1.359576922,42.93862442
10/15/2025,5:00:00,ac,1.980199568,37.41292669
10/15/2025,6:00:00,ac,1.668442072,40.16066374
10/15/2025,7:00:00,ac,1.950190726,35.18120698
10/15/2025,8:00:00,ac,1.06729102,43.98467795
10/15/2025,9:00:00,ac,1.983779865,29.33846569
10/15/2025,10:00:00,ac,1.972026929,38.18680767
10/15/2025,11:00:00,ac,1.483009834,24.37186638
10/15/2025,12:00:00,ac,1.039109574,21.61312032
10/15/2025,13:00:00,ac,1.769690093,29.09254803
10/15/2025,14:00:00,ac,1.642563306,33.57149971
10/15/2025,15:00:00,ac,1.755042227,36.25196154
10/15/2025,16:00:00,ac,1.234173472,28.54362718
10/15/2025,17:00:00,ac,1.061136937,34.01321333
10/15/2025,18:00:00,ac,1.198750635,25.50687138
10/15/2025,19:00:00,ac,1.661147803,41.38286497
10/15/2025,20:00:00,ac,1.655008379,29.62433341
10/15/2025,21:00:00,ac,1.352623655,32.91006381
10/15/2025,22:00:00,ac,1.242195465,33.81463661
10/15/2025,23:00:00,ac,1.164774053,29.53981759
10/16/2025,0:00:00,ac,1.855506105,41.75157964
10/13/2025,0:00:00,dryer,0.266661309,32.80247224
10/13/2025,1:00:00,dryer,0.194275569,38.36601616
10/13/2025,2:00:00,dryer,0.20428932,34.3166944
10/13/2025,3:00:00,dryer,0.256165251,36.65892109
10/13/2025,4:00:00,dryer,0.163656821,39.96031599
10/13/2025,5:00:00,dryer,0.228041508,36.47419609
10/13/2025,6:00:00,dryer,0.286416953,27.48461871
10/13/2025,7:00:00,dryer,0.222782495,32.45648673
10/13/2025,8:00:00,dryer,0.121229344,39.22279335
10/13/2025,9:00:00,dryer,0.211859592,41.93981405
10/13/2025,10:00:00,dryer,0.169912147,34.13287539
10/13/2025,11:00:00,dryer,0.278295665,42.11046968
10/13/2025,12:00:00,dryer,0.239122801,22.98661831
10/13/2025,13:00:00,dryer,0.280477351,32.14972815
10/13/2025,14:00:00,dryer,0.281257706,34.06824407
10/13/2025,15:00:00,dryer,0.19676381,41.15818274
10/13/2025,16:00:00,dryer,0.113950663,31.89309078
10/13/2025,17:00:00,dryer,0.128664301,29.17692784
10/13/2025,18:00:00,dryer,0.129871929,34.61295279
10/13/2025,19:00:00,dryer,0.121602495,35.7852099
10/13/2025,20:00:00,dryer,0.212725006,28.38096647
10/13/2025,21:00:00,dryer,0.277020137,39.03645885
10/13/2025,22:00:00,dryer,0.10686888,29.64719018
10/13/2025,23:00:00,dryer,0.270346445,44.93963882
10/14/2025,0:00:00,dryer,0.286421237,35.16857742
10/14/2025,1:00:00,dryer,0.188559403,33.49274987
10/14/2025,2:00:00,dryer,0.278183878,32.80902087
10/14/2025,3:00:00,dryer,0.236449571,36.58794128
10/14/2025,4:00:00,dryer,0.257885418,35.48471614
10/14/2025,5:00:00,dryer,0.105893938,31.87587836
10/14/2025,6:00:00,dryer,0.228196389,46.48691779
10/14/2025,7:00:00,dryer,0.204172198,33.06160516
10/14/2025,8:00:00,dryer,0.288076819,23.15031247
10/14/2025,9:00:00,dryer,0.132952076,35.10669065
10/14/2025,10:00:00,dryer,0.269076714,28.21348762
10/14/2025,11:00:00,dryer,0.186621504,36.92959176
10/14/2025,12:00:00,dryer,0.178176913,30.18091221
10/14/2025,13:00:00,dryer,0.159859504,37.47579426
10/14/2025,14:00:00,dryer,0.22932849,36.54438744
10/14/2025,15:00:00,dryer,0.238382828,31.83511557
10/14/2025,16:00:00,dryer,0.224410506,23.9353644
10/14/2025,17:00:00,dryer,0.126301379,37.24009165
10/14/2025,18:00:00,dryer,0.147517694,23.07361167
10/14/2025,19:00:00,dryer,0.291820212,37.18272413
10/14/2025,20:00:00,dryer,0.121619258,45.0620043
10/14/2025,21:00:00,dryer,0.294966098,39.34315391
10/14/2025,22:00:00,dryer,0.258800347,42.93000157
10/14/2025,23:00:00,dryer,0.114825952,33.69754513
10/15/2025,0:00:00,dryer,0.181748144,39.47783395
10/15/2025,1:00:00,dryer,0.221212768,39.45242827
10/15/2025,2:00:00,dryer,0.126054081,32.45127207
10/15/2025,3:00:00,dryer,0.252416898,40.29513341
10/15/2025,4:00:00,dryer,0.264212839,40.31042622
10/15/2025,5:00:00,dryer,0.191493104,24.01514731
10/15/2025,6:00:00,dryer,0.11288276,29.0597064
10/15/2025,7:00:00,dryer,0.19431391,27.56314242
10/15/2025,8:00:00,dryer,0.143886878,32.38713404
10/15/2025,9:00:00,dryer,0.15384039,34.5512316
10/15/2025,10:00:00,dryer,0.107118479,27.75398668
10/15/2025,11:00:00,dryer,0.220590545,37.55596815
10/15/2025,12:00:00,dryer,0.219195372,41.76907441
10/15/2025,13:00:00,dryer,0.208659824,32.20794215
10/15/2025,14:00:00,dryer,0.149054712,30.33591622
10/15/2025,15:00:00,dryer,0.207235076,32.66248621
10/15/2025,16:00:00,dryer,0.282318879,37.57727366
10/15/2025,17:00:00,dryer,0.241319527,37.95779948
10/15/2025,18:00:00,dryer,0.262578155,30.80632135
10/15/2025,19:00:00,dryer,0.118403143,35.49468061
10/15/2025,20:00:00,dryer,0.124443269,36.96000153
10/15/2025,21:00:00,dryer,0.190319342,39.57558978
10/15/2025,22:00:00,dryer,0.289557962,34.26305678
10/15/2025,23:00:00,dryer,0.200158727,30.21675605
10/16/2025,0:00:00,dryer,0.10904388,32.83072214
10/16/2025,1:00:00,dryer,0.20904388,35.44468823
10/16/2025,2:00:00,dryer,0.60904388,38.05865432
10/16/2025,3:00:00,dryer,0.80904388,40.67262041
10/16/2025,4:00:00,dryer,0.90904388,43.2865865
10/16/2025,5:00:00,dryer,0.9904388,45.90055259
10/16/2025,6:00:00,dryer,0.915904388,48.51451868
10/16/2025,7:00:00,dryer,0.919904388,51.12848477
10/16/2025,8:00:00,dryer,0.910904388,53.74245086
10/17/2025,9:00:00,dryer,0.917904388,56.35641695
10/18/2025,10:00:00,dryer,0.904388,58.97038304
10/16/2025,11:00:00,dryer,1.5,61.58434913
10/16/2025,12:00:00,dryer,1.10904388,64.19831522
10/16/2025,13:00:00,dryer,1.10904388,66.81228131
10/16/2025,14:00:00,dryer,1.10904388,69.4262474
10/16/2025,15:00:00,dryer,1.10904388,72.04021349
10/16/2025,16:00:00,dryer,1.10904388,74.65417958
10/16/2025,17:00:00,dryer,1.10904388,77.26814567
10/16/2025,18:00:00,dryer,1.10904388,79.88211176
10/16/2025,19:00:00,dryer,1.10904388,82.49607785
10/16/2025,20:00:00,dryer,1.10904388,85.11004394
10/16/2025,21:00:00,dryer,1.10904388,87.72401003
10/16/2025,22:00:00,dryer,1.10904388,90.33797612
10/16/2025,23:00:00,dryer,1.10904388,92.95194221
10/17/2025,0:00:00,dryer,1.10904388,95.5659083
